"","Name","OverallRank","Seattle","NYC","UniqueToSeattle","UniqueToNYC"
"1","Luna",1,1,4,FALSE,FALSE
"2","Bella",2,4,3,FALSE,FALSE
"3","Charlie",3,2,6,FALSE,FALSE
"4","Max",4,6,5,FALSE,FALSE
"5","Lucy",5,3,13,FALSE,FALSE
"6","Coco",6,20,7,FALSE,TRUE
"7","Daisy",7,5,12,FALSE,FALSE
"8","Lola",8,14,8,FALSE,FALSE
"9","Milo",9,9,9,FALSE,FALSE
"10","Teddy",10,33,10,FALSE,TRUE
"11","Buddy",11,18,15,FALSE,FALSE
"12","Rocky",12,51,11,FALSE,TRUE
"13","Bailey",13,25,14,FALSE,FALSE
"14","Penny",14,8,25,FALSE,FALSE
"15","Leo",15,22,17,FALSE,FALSE
"16","Stella",16,11,24,FALSE,FALSE
"17","Rosie",17,7,30,FALSE,FALSE
"18","Oliver",18,24,18,FALSE,FALSE
"19","Cooper",19,13,22,FALSE,FALSE
"20","Lily",20,12,28,FALSE,FALSE
"21","Ruby",21,10,36,FALSE,FALSE
"22","Toby",22,36,19,FALSE,FALSE
"23","Lucky",23,60,16,FALSE,TRUE
"24","Molly",24,27,32,FALSE,FALSE
"25","Pepper",25,16,39,FALSE,FALSE
"26","Chloe",26,47,20,FALSE,FALSE
"27","Maggie",27,19,37,FALSE,FALSE
"28","Jack",28,23,44,FALSE,FALSE
"29","Ollie",29,26,47,FALSE,FALSE
"30","Lulu",30,41,35,FALSE,FALSE
"31","Sophie",31,29,42,FALSE,FALSE
"32","Sadie",32,28,45,FALSE,FALSE
"33","Ginger",33,53,33,FALSE,FALSE
"34","Mia",34,82,23,FALSE,TRUE
"35","Olive",35,17,85,FALSE,FALSE
"36","Riley",36,39,41,FALSE,FALSE
"37","Scout",37,15,100,TRUE,FALSE
"38","Loki",38,31,65,FALSE,FALSE
"39","Louie",39,46,48,FALSE,FALSE
"40","Blue",40,59,38,FALSE,FALSE
"41","Oreo",41,113,27,FALSE,TRUE
"42","Oscar",42,32,66,FALSE,FALSE
"43","Bear",43,43,55,FALSE,FALSE
"44","Jasper",44,38,61,FALSE,FALSE
"45","Winston",45,54,49,FALSE,FALSE
"46","Poppy",46,21,139,TRUE,FALSE
"47","Cookie",47,132,31,FALSE,TRUE
"48","Henry",48,34,73,FALSE,FALSE
"49","Gracie",49,35,72,FALSE,FALSE
"50","Frankie",50,56,57,FALSE,FALSE
"51","Gus",51,30,112,FALSE,FALSE
"52","Princess",52,278,26,FALSE,TRUE
"53","Ellie",53,37,87,FALSE,FALSE
"54","Zoey",54,61,60,FALSE,FALSE
"55","Benji",55,202,34,FALSE,TRUE
"56","Hazel",56,49,77,FALSE,FALSE
"57","Nala",57,64,63,FALSE,FALSE
"58","Mochi",58,45,88,FALSE,FALSE
"59","Finn",59,40,95,FALSE,FALSE
"60","Archie",60,76,56,FALSE,FALSE
"61","Ziggy",61,55,80,FALSE,FALSE
"62","Zoe",62,58,75,FALSE,FALSE
"63","Bentley",63,131,43,FALSE,TRUE
"64","Cody",64,110,50,FALSE,FALSE
"65","Gizmo",65,126,46,FALSE,TRUE
"66","Willow",66,42,122,FALSE,FALSE
"67","Bruno",67,115,52,FALSE,FALSE
"68","Murphy",68,50,114,FALSE,FALSE
"69","Sasha",69,75,68,FALSE,FALSE
"70","Roxy",70,106,53,FALSE,FALSE
"71","Shadow",71,71,76,FALSE,FALSE
"72","Winnie",72,52,118,FALSE,FALSE
"73","Harley",73,92,59,FALSE,FALSE
"74","Theo",74,48,135,FALSE,FALSE
"75","Zeus",75,124,54,FALSE,FALSE
"76","Prince",76,264,40,FALSE,TRUE
"77","George",77,66,104,FALSE,FALSE
"78","Millie",78,63,116,FALSE,FALSE
"79","Jake",79,80,82,FALSE,FALSE
"80","Piper",80,57,138,FALSE,FALSE
"81","Peanut",81,141,64,FALSE,FALSE
"82","Kona",82,44,209,TRUE,FALSE
"83","Duke",83,111,70,FALSE,FALSE
"84","Otis",84,68,121,FALSE,FALSE
"85","Lady",85,193,58,FALSE,TRUE
"86","Remy",86,78,115,FALSE,FALSE
"87","Jax",87,170,62,FALSE,TRUE
"88","Tucker",88,65,142,FALSE,FALSE
"89","Maya",89,79,113,FALSE,FALSE
"90","Abby",90,69,123,FALSE,FALSE
"91","Phoebe",91,70,126,FALSE,FALSE
"92","Moose",92,67,149,FALSE,FALSE
"93","Dexter",93,85,97,FALSE,FALSE
"94","Honey",94,127,78,FALSE,FALSE
"95","Juno",95,62,171,FALSE,FALSE
"96","Sammy",96,98,93,FALSE,FALSE
"97","Apollo",97,83,119,FALSE,FALSE
"98","Buster",98,90,102,FALSE,FALSE
"99","Sunny",99,72,145,FALSE,FALSE
"100","Benny",100,100,94,FALSE,FALSE
"101","Nova",101,88,117,FALSE,FALSE
"102","Rusty",102,102,99,FALSE,FALSE
"103","Gigi",103,154,79,FALSE,FALSE
"104","Cleo",104,77,152,FALSE,FALSE
"105","Sam",105,84,140,FALSE,FALSE
"106","Ace",106,201,71,FALSE,TRUE
"107","Joey",107,117,105,FALSE,FALSE
"108","Mocha",108,140,92,FALSE,FALSE
"109","Jackson",109,133,98,FALSE,FALSE
"110","Koda",110,74,183,FALSE,FALSE
"111","Lexi",111,171,83,FALSE,FALSE
"112","Ella",112,104,120,FALSE,FALSE
"113","Hudson",113,246,74,FALSE,TRUE
"114","A",114,NA,51,FALSE,TRUE
"115","Cosmo",115,89,141,FALSE,FALSE
"116","Rex",116,186,86,FALSE,FALSE
"117","Annie",117,81,173,FALSE,FALSE
"118","Hank",118,86,153,FALSE,FALSE
"119","Lilly",119,105,131,FALSE,FALSE
"120","Simba",120,162,101,FALSE,FALSE
"121","Bowie",121,109,133,FALSE,FALSE
"122","Biscuit",122,108,136,FALSE,FALSE
"123","King",123,477,67,FALSE,TRUE
"124","Bandit",124,168,111,FALSE,FALSE
"125","Marley",125,139,125,FALSE,FALSE
"126","Rocco",126,266,89,FALSE,TRUE
"127","Brownie",127,596,69,FALSE,TRUE
"128","Izzy",128,87,205,FALSE,FALSE
"129","Minnie",129,196,109,FALSE,FALSE
"130","Bodhi",130,73,336,TRUE,FALSE
"131","Romeo",131,279,91,FALSE,TRUE
"132","Layla",132,227,108,FALSE,FALSE
"133","Wally",133,99,191,FALSE,FALSE
"134","Emma",134,120,156,FALSE,FALSE
"135","Enzo",135,138,151,FALSE,FALSE
"136","Beau",136,114,174,FALSE,FALSE
"137","Josie",137,118,177,FALSE,FALSE
"138","Maple",138,96,221,FALSE,FALSE
"139","Mabel",139,95,241,FALSE,FALSE
"140","Momo",140,97,242,FALSE,FALSE
"141","Brooklyn",141,647,81,FALSE,TRUE
"142","Belle",142,143,161,FALSE,FALSE
"143","Chewy",143,326,106,FALSE,TRUE
"144","Harry",144,178,144,FALSE,FALSE
"145","Hunter",145,333,107,FALSE,TRUE
"146","Mickey",146,406,96,FALSE,TRUE
"147","Thor",147,223,128,FALSE,FALSE
"148","Walter",148,93,293,FALSE,FALSE
"149","Angel",149,214,129,FALSE,FALSE
"150","Chase",150,376,103,FALSE,TRUE
"151","Bruce",151,184,146,FALSE,FALSE
"152","Dolly",152,185,147,FALSE,FALSE
"153","Maddie",153,119,220,FALSE,FALSE
"154","River",154,101,272,FALSE,FALSE
"155","Sandy",155,222,134,FALSE,FALSE
"156","Missy",156,167,164,FALSE,FALSE
"157","Rufus",157,107,274,FALSE,FALSE
"158","Parker",158,128,223,FALSE,FALSE
"159","Callie",159,151,185,FALSE,FALSE
"160","Hugo",160,121,240,FALSE,FALSE
"161","Sparky",161,280,127,FALSE,FALSE
"162","Bean",162,103,307,FALSE,FALSE
"163","Kiki",163,134,231,FALSE,FALSE
"164","Roscoe",164,135,234,FALSE,FALSE
"165","Cali",165,150,202,FALSE,FALSE
"166","Felix",166,94,384,TRUE,FALSE
"167","Baby",167,301,130,FALSE,FALSE
"168","Baxter",168,125,262,FALSE,FALSE
"169","Chester",169,204,155,FALSE,FALSE
"170","Cocoa",170,244,143,FALSE,FALSE
"171","Holly",171,155,208,FALSE,FALSE
"172","Kobe",172,334,124,FALSE,TRUE
"173","Simon",173,129,276,FALSE,FALSE
"174","Sky",174,322,132,FALSE,FALSE
"175","Athena",175,175,192,FALSE,FALSE
"176","Franklin",176,177,195,FALSE,FALSE
"177","Freya",177,91,543,TRUE,FALSE
"178","Kai",178,160,218,FALSE,FALSE
"179","Luca",179,311,137,FALSE,FALSE
"180","Mimi",180,166,210,FALSE,FALSE
"181","Not",181,NA,84,FALSE,TRUE
"182","Arlo",182,136,279,FALSE,FALSE
"183","Georgie",183,165,217,FALSE,FALSE
"184","Penelope",184,218,172,FALSE,FALSE
"185","Bo",185,149,250,FALSE,FALSE
"186","Mila",186,195,189,FALSE,FALSE
"187","Otto",187,207,184,FALSE,FALSE
"188","Pearl",188,112,431,TRUE,FALSE
"189","Birdie",189,157,249,FALSE,FALSE
"190","Fiona",190,169,229,FALSE,FALSE
"191","Nico",191,316,150,FALSE,FALSE
"192","Watson",192,148,294,FALSE,FALSE
"193","Alfie",193,240,169,FALSE,FALSE
"194","Clover",194,116,419,TRUE,FALSE
"195","Juniper",195,122,391,TRUE,FALSE
"196","Mango",196,156,287,FALSE,FALSE
"197","Percy",197,172,244,FALSE,FALSE
"198","Pippin",198,123,403,TRUE,FALSE
"199","Brody",199,242,175,FALSE,FALSE
"200","Goose",200,142,320,FALSE,FALSE
"201","Leia",201,161,285,FALSE,FALSE
"202","Smokey",202,211,207,FALSE,FALSE
"203","Frank",203,159,296,FALSE,FALSE
"204","Ivy",204,144,321,FALSE,FALSE
"205","Rudy",205,174,273,FALSE,FALSE
"206","Sugar",206,299,166,FALSE,FALSE
"207","Maisie",207,145,340,FALSE,FALSE
"208","Reggie",208,180,271,FALSE,FALSE
"209","Violet",209,147,350,FALSE,FALSE
"210","Dakota",210,305,170,FALSE,FALSE
"211","Logan",211,353,159,FALSE,FALSE
"212","Mac",212,189,256,FALSE,FALSE
"213","Samantha",213,251,197,FALSE,FALSE
"214","Spike",214,366,160,FALSE,FALSE
"215","Boo",215,191,251,FALSE,FALSE
"216","Chico",216,346,162,FALSE,FALSE
"217","Ernie",217,153,357,FALSE,FALSE
"218","Jojo",218,290,182,FALSE,FALSE
"219","Louis",219,188,266,FALSE,FALSE
"220","Luke",220,277,188,FALSE,FALSE
"221",".",221,NA,110,FALSE,TRUE
"222","Casper",222,255,203,FALSE,FALSE
"223","Cricket",223,137,496,TRUE,FALSE
"224","Nina",224,232,233,FALSE,FALSE
"225","Ranger",225,173,327,FALSE,FALSE
"226","Rocket",226,210,257,FALSE,FALSE
"227","Roxie",227,341,179,FALSE,FALSE
"228","Suki",228,181,317,FALSE,FALSE
"229","Zelda",229,163,368,FALSE,FALSE
"230","Bonnie",230,287,193,FALSE,FALSE
"231","Maximus",231,571,148,FALSE,TRUE
"232","Odin",232,146,471,TRUE,FALSE
"233","Skye",233,237,235,FALSE,FALSE
"234","Snoopy",234,490,154,FALSE,TRUE
"235","Monty",235,197,301,FALSE,FALSE
"236","Olivia",236,338,190,FALSE,FALSE
"237","Pumpkin",237,179,344,FALSE,FALSE
"238","Stevie",238,268,227,FALSE,FALSE
"239","Chip",239,257,228,FALSE,FALSE
"240","Diamond",240,467,163,FALSE,TRUE
"241","Ozzy",241,411,178,FALSE,FALSE
"242","Basil",242,241,248,FALSE,FALSE
"243","Chewie",243,377,186,FALSE,FALSE
"244","Eddie",244,158,499,TRUE,FALSE
"245","Harper",245,275,230,FALSE,FALSE
"246","Nugget",246,317,212,FALSE,FALSE
"247","Stanley",247,233,291,FALSE,FALSE
"248","Trixie",248,252,260,FALSE,FALSE
"249","Betty",249,303,213,FALSE,FALSE
"250","Happy",250,472,176,FALSE,TRUE
"251","Panda",251,319,222,FALSE,FALSE
"252","Tommy",252,238,292,FALSE,FALSE
"253","Yoshi",253,392,200,FALSE,FALSE
"254","Charlotte",254,271,252,FALSE,FALSE
"255","Miles",255,262,267,FALSE,FALSE
"256","Wilson",256,182,487,FALSE,FALSE
"257","Boomer",257,203,353,FALSE,FALSE
"258","Cinnamon",258,431,194,FALSE,FALSE
"259","Miso",259,230,324,FALSE,FALSE
"260","Pippa",260,219,343,FALSE,FALSE
"261","Rory",261,199,405,FALSE,FALSE
"262","Barley",262,187,449,FALSE,FALSE
"263","Finnegan",263,205,386,FALSE,FALSE
"264","Sophia",264,365,236,FALSE,FALSE
"265","Xena",265,200,443,FALSE,FALSE
"266","Blu",266,455,201,FALSE,FALSE
"267","Diego",267,235,339,FALSE,FALSE
"268","Fred",268,331,254,FALSE,FALSE
"269","Frida",269,307,265,FALSE,FALSE
"270","Harvey",270,192,461,FALSE,FALSE
"271","Roo",271,190,522,FALSE,FALSE
"272","Samson",272,221,406,FALSE,FALSE
"273","Star",273,417,226,FALSE,FALSE
"274","Andy",274,344,246,FALSE,FALSE
"275","Charley",275,375,239,FALSE,FALSE
"276","Dash",276,225,377,FALSE,FALSE
"277","Grace",277,273,311,FALSE,FALSE
"278","Jasmine",278,226,390,FALSE,FALSE
"279","June",279,260,323,FALSE,FALSE
"280","Junior",280,515,206,FALSE,FALSE
"281","Misty",281,231,399,FALSE,FALSE
"282","Pebbles",282,980,165,FALSE,TRUE
"283","Raven",283,249,346,FALSE,FALSE
"284","Rio",284,209,477,FALSE,FALSE
"285","Yuki",285,239,367,FALSE,FALSE
"286","Billy",286,454,214,FALSE,FALSE
"287","Casey",287,396,238,FALSE,FALSE
"288","Echo",288,176,705,TRUE,FALSE
"289","Finley",289,216,459,FALSE,FALSE
"290","Fluffy",290,1276,157,FALSE,TRUE
"291","Madison",291,611,196,FALSE,TRUE
"292","Peaches",292,358,269,FALSE,FALSE
"293","Ripley",293,220,478,FALSE,FALSE
"294","Waffles",294,281,332,FALSE,FALSE
"295","Artemis",295,164,952,TRUE,FALSE
"296","Ava",296,371,261,FALSE,FALSE
"297","Elvis",297,509,216,FALSE,FALSE
"298","Pluto",298,531,224,FALSE,FALSE
"299","Remi",299,265,362,FALSE,FALSE
"300","Sally",300,321,316,FALSE,FALSE
"301","Tilly",301,212,573,TRUE,FALSE
"302","Whiskey",302,282,351,FALSE,FALSE
"303","Bernie",303,395,263,FALSE,FALSE
"304","Chance",304,374,281,FALSE,FALSE
"305","Dante",305,432,253,FALSE,FALSE
"306","Freddie",306,306,318,FALSE,FALSE
"307","Georgia",307,206,594,TRUE,FALSE
"308","Ozzie",308,208,606,TRUE,FALSE
"309","Petey",309,389,290,FALSE,FALSE
"310","Rose",310,340,315,FALSE,FALSE
"311","Snow",311,783,198,FALSE,TRUE
"312","Tony",312,420,278,FALSE,FALSE
"313","Billie",313,286,352,FALSE,FALSE
"314","Cash",314,254,416,FALSE,FALSE
"315","Cassie",315,256,417,FALSE,FALSE
"316","Daphne",316,224,538,FALSE,FALSE
"317","Elsa",317,272,383,FALSE,FALSE
"318","Hershey",318,1094,181,FALSE,TRUE
"319","Moxie",319,198,736,TRUE,FALSE
"320","Snickers",320,298,364,FALSE,FALSE
"321","Sonny",321,631,225,FALSE,TRUE
"322","Summer",322,323,348,FALSE,FALSE
"323","Tyson",323,893,199,FALSE,TRUE
"324","Atlas",324,215,623,TRUE,FALSE
"325","Cedar",325,152,4073,TRUE,FALSE
"326","Diesel",326,827,204,FALSE,TRUE
"327","Kevin",327,236,551,FALSE,FALSE
"328","Maisy",328,228,600,TRUE,FALSE
"329","Midnight",329,385,312,FALSE,FALSE
"330","Muffin",330,408,303,FALSE,FALSE
"331","Niko",331,337,341,FALSE,FALSE
"332","Odie",332,294,401,FALSE,FALSE
"333","Tiger",333,368,331,FALSE,FALSE
"334","Arthur",334,269,445,FALSE,FALSE
"335","Bobby",335,711,215,FALSE,TRUE
"336","Chanel",336,1482,180,FALSE,TRUE
"337","Clyde",337,304,376,FALSE,FALSE
"338","Foxy",338,510,264,FALSE,FALSE
"339","Havanese",339,NA,158,FALSE,TRUE
"340","Marty",340,313,396,FALSE,FALSE
"341","Maxwell",341,314,397,FALSE,FALSE
"342","Merlin",342,194,904,TRUE,FALSE
"343","Quinn",343,362,345,FALSE,FALSE
"344","Tank",344,391,329,FALSE,FALSE
"345","Alice",345,253,528,FALSE,FALSE
"346","Ash",346,285,447,FALSE,FALSE
"347","Barkley",347,498,280,FALSE,FALSE
"348","Bosco",348,427,308,FALSE,FALSE
"349","Brandy",349,646,237,FALSE,TRUE
"350","Copper",350,258,537,FALSE,FALSE
"351","Delilah",351,466,295,FALSE,FALSE
"352","Duncan",352,329,381,FALSE,FALSE
"353","Joy",353,514,283,FALSE,FALSE
"354","Katie",354,517,284,FALSE,FALSE
"355","Kira",355,292,465,FALSE,FALSE
"356","Obi",356,356,361,FALSE,FALSE
"357","Onyx",357,526,289,FALSE,FALSE
"358","Ringo",358,363,363,FALSE,FALSE
"359","Sage",359,267,566,FALSE,FALSE
"360","Unknowed",360,NA,167,FALSE,TRUE
"361","Woody",361,342,412,FALSE,FALSE
"362","Yogi",362,494,306,FALSE,FALSE
"363","Yorkie",363,NA,168,FALSE,TRUE
"364","Baker",364,183,1657,TRUE,FALSE
"365","Barney",365,302,450,FALSE,FALSE
"366","Bodie",366,234,689,TRUE,FALSE
"367","Evie",367,245,636,TRUE,FALSE
"368","Gucci",368,1997,187,FALSE,TRUE
"369","Levi",369,384,359,FALSE,FALSE
"370","Lucas",370,569,286,FALSE,FALSE
"371","Pablo",371,295,518,FALSE,FALSE
"372","Theodore",372,540,305,FALSE,FALSE
"373","Calvin",373,243,692,TRUE,FALSE
"374","Dixie",374,508,310,FALSE,FALSE
"375","Goldie",375,553,297,FALSE,FALSE
"376","Indy",376,310,504,FALSE,FALSE
"377","Lilo",377,759,255,FALSE,TRUE
"378","Nellie",378,315,517,FALSE,FALSE
"379","Nikki",379,616,288,FALSE,FALSE
"380","Nora",380,247,740,TRUE,FALSE
"381","Pip",381,320,520,FALSE,FALSE
"382","Polly",382,296,564,FALSE,FALSE
"383","Scooby",383,780,258,FALSE,TRUE
"384","Zorro",384,283,620,FALSE,FALSE
"385","Ada",385,213,1087,TRUE,FALSE
"386","Astro",386,345,448,FALSE,FALSE
"387","Domino",387,398,380,FALSE,FALSE
"388","Dottie",388,288,590,FALSE,FALSE
"389","Ghost",389,308,545,FALSE,FALSE
"390","Iris",390,217,1167,TRUE,FALSE
"391","Kuma",391,276,642,FALSE,FALSE
"392","Mason",392,1128,232,FALSE,TRUE
"393","Maui",393,336,513,FALSE,FALSE
"394","Mika",394,386,429,FALSE,FALSE
"395","Precious",395,985,245,FALSE,TRUE
"396","Scooter",396,487,347,FALSE,FALSE
"397","Storm",397,632,304,FALSE,FALSE
"398","Bubba",398,428,371,FALSE,FALSE
"399","Buffy",399,429,373,FALSE,FALSE
"400","Captain",400,463,354,FALSE,FALSE
"401","Dusty",401,433,382,FALSE,FALSE
"402","Fern",402,259,785,TRUE,FALSE
"403","Hercules",403,667,298,FALSE,FALSE
"404","Jessie",404,404,425,FALSE,FALSE
"405","Lacey",405,438,394,FALSE,FALSE
"406","Linus",406,351,512,FALSE,FALSE
"407","Mars",407,312,601,FALSE,FALSE
"408","Mina",408,229,1218,TRUE,FALSE
"409","Russell",409,250,923,TRUE,FALSE
"410","Sheba",410,416,437,FALSE,FALSE
"411","Taz",411,582,330,FALSE,FALSE
"412","Zeke",412,343,577,FALSE,FALSE
"413","Bambi",413,1035,247,FALSE,TRUE
"414","Butter",414,546,337,FALSE,FALSE
"415","Gatsby",415,600,319,FALSE,FALSE
"416","Ginny",416,381,502,FALSE,FALSE
"417","Kylo",417,437,427,FALSE,FALSE
"418","Lila",418,479,395,FALSE,FALSE
"419","Little",419,2098,219,FALSE,TRUE
"420","Murray",420,355,560,FALSE,FALSE
"421","Noah",421,1354,243,FALSE,TRUE
"422","Oakley",422,445,430,FALSE,FALSE
"423","Oso",423,357,561,FALSE,FALSE
"424","Paco",424,388,519,FALSE,FALSE
"425","Pickles",425,339,609,FALSE,FALSE
"426","Pixie",426,360,563,FALSE,FALSE
"427","Sherman",427,297,753,TRUE,FALSE
"428","Tiny",428,1014,277,FALSE,TRUE
"429","Banjo",429,270,845,TRUE,FALSE
"430","Clementine",430,347,587,FALSE,FALSE
"431","Emmy",431,401,500,FALSE,FALSE
"432","Hope",432,842,299,FALSE,TRUE
"433","Iggy",433,309,711,FALSE,FALSE
"434","Jackie",434,941,282,FALSE,TRUE
"435","Jj",435,475,426,FALSE,FALSE
"436","Kali",436,516,392,FALSE,FALSE
"437","Kitty",437,261,1016,TRUE,FALSE
"438","Larry",438,562,358,FALSE,FALSE
"439","Libby",439,293,799,TRUE,FALSE
"440","Norman",440,525,400,FALSE,FALSE
"441","Opal",441,318,742,FALSE,FALSE
"442","Patches",442,617,342,FALSE,FALSE
"443","Quincy",443,361,612,FALSE,FALSE
"444","Rambo",444,1164,270,FALSE,TRUE
"445","Ryder",445,413,523,FALSE,FALSE
"446","Shelby",446,538,408,FALSE,FALSE
"447","Stormy",447,418,525,FALSE,FALSE
"448","Sydney",448,367,617,FALSE,FALSE
"449","Willie",449,493,442,FALSE,FALSE
"450","Archer",450,284,841,TRUE,FALSE
"451","Axel",451,545,369,FALSE,FALSE
"452","Bob",452,456,451,FALSE,FALSE
"453","Dino",453,828,309,FALSE,TRUE
"454","Isabella",454,558,388,FALSE,FALSE
"455","Jade",455,559,389,FALSE,FALSE
"456","Jazz",456,473,462,FALSE,FALSE
"457","Jupiter",457,291,884,TRUE,FALSE
"458","Kiwi",458,383,598,FALSE,FALSE
"459","Koko",459,561,393,FALSE,FALSE
"460","Mojo",460,481,469,FALSE,FALSE
"461","Mr.",461,NA,211,FALSE,TRUE
"462","Sebastian",462,488,481,FALSE,FALSE
"463","Tofu",463,635,366,FALSE,FALSE
"464","Willa",464,300,941,TRUE,FALSE
"465","Yoda",465,793,333,FALSE,FALSE
"466","Arya",466,496,446,FALSE,FALSE
"467","Blaze",467,425,531,FALSE,FALSE
"468","Boba",468,426,532,FALSE,FALSE
"469","Bubbles",469,501,452,FALSE,FALSE
"470","Butters",470,430,535,FALSE,FALSE
"471","Chewbacca",471,397,586,FALSE,FALSE
"472","Ember",472,289,994,TRUE,FALSE
"473","Eva",473,551,422,FALSE,FALSE
"474","Gemma",474,380,637,FALSE,FALSE
"475","Guinness",475,471,503,FALSE,FALSE
"476","Kirby",476,436,552,FALSE,FALSE
"477","Lincoln",477,518,467,FALSE,FALSE
"478","Mikey",478,1136,300,FALSE,TRUE
"479","Nola",479,387,656,FALSE,FALSE
"480","Porter",480,263,1543,TRUE,FALSE
"481","Rascal",481,622,404,FALSE,FALSE
"482","Rico",482,533,476,FALSE,FALSE
"483","Ruthie",483,535,479,FALSE,FALSE
"484","Sassy",484,628,407,FALSE,FALSE
"485","Shiloh",485,885,328,FALSE,TRUE
"486","Sunshine",486,579,439,FALSE,FALSE
"487","Taco",487,580,440,FALSE,FALSE
"488","Tango",488,449,570,FALSE,FALSE
"489","Tigger",489,450,572,FALSE,FALSE
"490","Angus",490,369,681,FALSE,FALSE
"491","Brady",491,645,370,FALSE,FALSE
"492","Brutus",492,460,534,FALSE,FALSE
"493","Cora",493,327,854,TRUE,FALSE
"494","Dobby",494,378,703,FALSE,FALSE
"495","Fritz",495,469,544,FALSE,FALSE
"496","Heidi",496,665,387,FALSE,FALSE
"497","Manny",497,335,899,TRUE,FALSE
"498","Pete",498,359,808,FALSE,FALSE
"499","Robin",499,364,813,FALSE,FALSE
"500","Roger",500,390,746,FALSE,FALSE
"501","Tina",501,696,410,FALSE,FALSE
"502","Atticus",502,453,578,FALSE,FALSE
"503","Bebe",503,641,414,FALSE,FALSE
"504","Buttercup",504,462,582,FALSE,FALSE
"505","Canela",505,502,536,FALSE,FALSE
"506","Dallas",506,822,356,FALSE,FALSE
"507","Flash",507,659,423,FALSE,FALSE
"508","Gabby",508,349,867,TRUE,FALSE
"509","Jesse",509,1101,322,FALSE,TRUE
"510","Koa",510,405,719,FALSE,FALSE
"511","Lizzie",511,352,892,TRUE,FALSE
"512","Lou",512,519,555,FALSE,FALSE
"513","Miko",513,521,559,FALSE,FALSE
"514","Mona",514,443,652,FALSE,FALSE
"515","Monkey",515,407,734,FALSE,FALSE
"516","Mylo",516,1347,313,FALSE,TRUE
"517","Noodle",517,409,739,FALSE,FALSE
"518","Paisley",518,528,562,FALSE,FALSE
"519","Pepe",519,619,473,FALSE,FALSE
"520","Rainier",520,248,7392,TRUE,FALSE
"521","Ricky",521,687,434,FALSE,FALSE
"522","Scarlett",522,536,567,FALSE,FALSE
"523","Seamus",523,537,568,FALSE,FALSE
"524","Shea",524,3396,275,FALSE,TRUE
"525","Tito",525,697,441,FALSE,FALSE
"526","Tootsie",526,789,411,FALSE,FALSE
"527","Wilbur",527,422,759,FALSE,FALSE
"528","Abbey",528,393,760,FALSE,FALSE
"529","Addie",529,452,621,FALSE,FALSE
"530","Aspen",530,544,529,FALSE,FALSE
"531","Augie",531,497,579,FALSE,FALSE
"532","Baloo",532,372,844,TRUE,FALSE
"533","Barry",533,324,1101,TRUE,FALSE
"534","Boris",534,325,1111,TRUE,FALSE
"535","Bucky",535,815,372,FALSE,FALSE
"536","Charles",536,1050,338,FALSE,TRUE
"537","Fergus",537,330,1148,TRUE,FALSE
"538","Gary",538,511,593,FALSE,FALSE
"539","Griffey",539,274,2524,TRUE,FALSE
"540","Hannah",540,434,708,FALSE,FALSE
"541","Indie",541,557,549,FALSE,FALSE
"542","Laika",542,439,721,FALSE,FALSE
"543","Lexie",543,567,553,FALSE,FALSE
"544","Morkie",544,8592,268,FALSE,TRUE
"545","Petunia",545,529,608,FALSE,FALSE
"546","Ralph",546,686,474,FALSE,FALSE
"547","Ruth",547,447,749,FALSE,FALSE
"548","Sir",548,NA,259,FALSE,TRUE
"549","Sully",549,491,671,FALSE,FALSE
"550","Tallulah",550,448,756,FALSE,FALSE
"551","Auggie",551,370,953,TRUE,FALSE
"552","Ben",552,499,627,FALSE,FALSE
"553","Denali",553,328,1380,TRUE,FALSE
"554","Dylan",554,829,421,FALSE,FALSE
"555","Eli",555,730,457,FALSE,FALSE
"556","Griffin",556,332,1430,TRUE,FALSE
"557","Gunner",557,554,595,FALSE,FALSE
"558","Hachi",558,741,460,FALSE,FALSE
"559","Leroy",559,350,1194,TRUE,FALSE
"560","Maverick",560,613,558,FALSE,FALSE
"561","Mini",561,1138,360,FALSE,TRUE
"562","Nino",562,1658,325,FALSE,TRUE
"563","Nori",563,444,805,FALSE,FALSE
"564","Owen",564,527,659,FALSE,FALSE
"565","Snowball",565,1180,365,FALSE,TRUE
"566","Snowy",566,1002,409,FALSE,FALSE
"567","Spencer",567,785,483,FALSE,FALSE
"568","Willy",568,423,942,FALSE,FALSE
"569","Amy",569,705,489,FALSE,FALSE
"570","August",570,590,580,FALSE,FALSE
"571","Beans",571,373,1102,TRUE,FALSE
"572","Bobo",572,642,533,FALSE,FALSE
"573","Boots",573,459,771,FALSE,FALSE
"574","Caesar",574,1043,374,FALSE,TRUE
"575","Cece",575,714,492,FALSE,FALSE
"576","Chai",576,503,695,FALSE,FALSE
"577","Choco",577,1053,375,FALSE,TRUE
"578","Diva",578,1067,379,FALSE,TRUE
"579","Dora",579,722,498,FALSE,FALSE
"580","Doug",580,379,1134,TRUE,FALSE
"581","Eleanor",581,400,993,TRUE,FALSE
"582","Jane",582,512,712,FALSE,FALSE
"583","Jet",583,474,793,FALSE,FALSE
"584","Lenny",584,853,466,FALSE,FALSE
"585","Luka",585,673,556,FALSE,FALSE
"586","Matilda",586,441,902,FALSE,FALSE
"587","Mishka",587,769,515,FALSE,FALSE
"588","Morgan",588,523,735,FALSE,FALSE
"589","Paris",589,1152,402,FALSE,TRUE
"590","Ray",590,575,664,FALSE,FALSE
